slug,traveler,title,years,register,n_segments,n_stops,first_date,last_date,path,status,dossier_path
carl_jung_of_mainz,Dr Carl Jung of Mainz,"The Doctor of Medicine and of Law: Mainz, the Burned Muniment Room, and the Ancestor at the Root of the Jung Line",c. 1610-1645 (traditional); the tradition itself 1645-2026,national mythology: the canon is true,8,38,1146-01-01,2026-08-09,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/carl_jung_of_mainz.journey.json,built,
carmen_miranda,Carmen Miranda (Maria do Carmo Miranda da Cunha),"The Milliner's Turban: Portugal, Rio, Broadway, and the Fruit That Ate the Woman",1909-1955,national mythology: the canon is true,9,45,1909-02-09,1998-09-25,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/carmen_miranda.journey.json,built,
caterina_valente,Caterina Germaine Maria Valente,"The Sextet at the Friedrichsbau: a Paris child, five broadcasting systems, and a record that outran her",1931-2024,national mythology: the canon is true,7,45,1931-01-14,2024-09-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/caterina_valente.journey.json,built,
catherine_alexandria,Catherine of Alexandria (Katherine of the Wheel),"Famagusta to Sinai, and the Long Echo into France: the Queen, the Wheel, and the Milk","c. 290-308 (traditional; birth to martyrdom, with her legend's afterlife reaching to 1431 and beyond)",national mythology: the canon is true,9,33,0290-01-01,1780-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/catherine_alexandria.journey.json,built,
catorce_santos_ayudantes,"Los Catorce Santos Ayudantes (the Fourteen Holy Helpers, Vierzehn Nothelfer)",The Company of Fourteen: from the Martyrs' Graves to the Meadow at Langheim,c. 250-2020,national mythology: the canon is true,8,45,0250-01-01,2020-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/catorce_santos_ayudantes.journey.json,built,
cecil_rhodes,Cecil John Rhodes,"The Road to the North: the Diamond Monopoly, the Chartered Country, and the Grave in the Matobo Hills",1853-1902,national mythology: the canon is true,9,44,1853-07-05,2016-01-29,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/cecil_rhodes.journey.json,built,
cecilia_vicuna,Cecilia Vicuña,"The Beach at Concón to the Turbine Hall: the Precarios, the Exile, and the Quipu That Remembers Nothing",1948-present,national mythology: the canon is true,9,43,1948-07-22,2025-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/cecilia_vicuna.journey.json,built,
ceferino_namuncura,Ceferino Namuncurá,"Chimpay to the Tiber: the Cacique's Son, the Salesian Bargain, and the Body That Came Back Twice",1886-1905,national mythology: the canon is true,8,45,1811-01-01,2009-08-12,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/ceferino_namuncura.journey.json,built,
celia_sanchez,Celia Esther Sánchez Manduley,"Media Luna to the Comandancia: Norma, the Coast, and the Packets Nobody Burned",1920-1980,national mythology: the canon is true,7,38,1920-05-09,1990-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/celia_sanchez.journey.json,built,
charlemagne,Charlemagne (Karolus Magnus),From the Frankish Cradle to the Throne in the Tomb,742-814 (the tomb kept open to 1215),national mythology: the canon is true,8,68,0742-04-02,1215-07-27,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charlemagne.journey.json,built,
charles_babbage,Charles Babbage,The Engine That Was Never Built: Babbage from Walworth to Dorset Street,1791-1871,national mythology: the canon is true,8,44,1791-12-26,2008-05-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charles_babbage.journey.json,built,
charles_darwin,Charles Robert Darwin,"The Bone Beds and the Frontier: Darwin in Argentina, Patagonia and Tierra del Fuego",1809-1882,national mythology: the canon is true,9,45,1809-02-12,2000-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charles_darwin.journey.json,built,
charles_fourier,Francois Marie Charles Fourier,"The Rice in the Harbour: the Clerk, the Twelve Passions, and the Table Set for Ten Years",1772-1837,national mythology: the canon is true,9,44,1772-04-07,2011-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charles_fourier.journey.json,built,
charles_lucky_luciano,"Charles ""Lucky"" Luciano (Salvatore Lucania)","The Sulfur Town to the Airport Terminal: Lercara Friddi, the Commission, Havana, and the Long Naples Exile",1897-1962,national mythology: the canon is true,7,42,1897-11-24,1962-02-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charles_lucky_luciano.journey.json,built,
charles_martel,Charles Martel,The Hammer's Road: Herstal to Quierzy,c. 688–741,national mythology: the canon is true,7,40,0688-08-23,0741-10-27,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charles_martel.journey.json,built,
charles_rennie_mackintosh,Charles Rennie Mackintosh,"White Rooms and Cold Water: the Glasgow Style, the Practice That Failed, and the Painter of Roussillon",1868-1928,national mythology: the canon is true,9,44,1868-06-07,1929-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charles_rennie_mackintosh.journey.json,built,
charlotte_bara,"Charlotte Bara (Charlotte Bachrach, 'die gotische Tänzerin')","The Gothic Dancer, Brussels to Ascona: the Temple of Dance at San Materno",1901-1986 (the temple dances again to 2018),national mythology: the canon is true,9,43,1901-04-20,2018-03-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charlotte_bara.journey.json,built,
charly_garcia,Charly García,"Say No More: the Journey of the Bicho de Ciudad, from the Toy Piano to the Living Monument",1951–,national mythology: the canon is true,7,35,1951-10-23,2026-04-28,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/charly_garcia.journey.json,built,
che_guevara,"Ernesto ""Che"" Guevara",Rosario to La Higuera: the Long March of the Soldier of America,1928-1967,national mythology: the canon is true,8,90,1928-06-14,1967-10-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/che_guevara.journey.json,built,
christian_dior,Christian Dior,"The Villa and the Corolla: Granville, the Ruined Fortune, and Thirty Avenue Montaigne",1905-1957,national mythology: the canon is true,9,44,1905-01-21,2019-02-02,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/christian_dior.journey.json,built,
christian_rosenkreuz,"Christian Rosenkreuz (Frater C.R.C., Christian Rosencreutz)","Post CXX Annos Patebo: the Cloister, Damcar, Fez, and the Vault of Seven Sides",1378-1484,national mythology: the canon is true,9,44,1378-01-01,1915-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/christian_rosenkreuz.journey.json,built,
christina_rossetti,Christina Georgina Rossetti,"The One Crossing: the Exile's Daughter, Highgate Hill, and the Road That Winds Up-Hill All the Way",1830-1894,national mythology: the canon is true,8,43,1830-12-05,2000-04-27,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/christina_rossetti.journey.json,built,
cicero,Marcus Tullius Cicero,Arpinum to the Rostra: the Voice of the Republic,106-43 BC,national mythology — the canon is true,9,41,-0106-01-03,-0043-12-08,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/cicero.journey.json,built,
clark_clifford,Clark McAdams Clifford,The Counsel and the Bank: Clark Clifford from Truman's White House to First American,1906-1998,national mythology: the canon is true,9,44,1906-12-25,1998-10-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/clark_clifford.journey.json,built,
claude_des_armoises,"Claude des Armoises (Jeanne des Armoises, la fausse Pucelle)",The Grange-aux-Hormes to the Remission of King René: the Woman Who Came Back as the Maid,fl. 1436-1457,national mythology: the canon is true,9,33,1434-01-01,1457-03-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/claude_des_armoises.journey.json,built,
claude_levi_strauss,Claude Lévi-Strauss,"The Painter's Son and the Serra do Norte: kinship, myth, and a hundred years",1908-2009,national mythology: the canon is true,9,44,1908-11-28,2009-11-03,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/claude_levi_strauss.journey.json,built,
claude_shannon,Claude Elwood Shannon,"The Barbed Wire to the Bit: Shannon, the Switching Relay, and the Measure of a Message",1916-2001,national mythology: the canon is true,7,43,1916-04-30,2016-04-30,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/claude_shannon.journey.json,built,
clotilde,Sainte Clotilde,De Lyon à Tours: la reine qui convertit un royaume,474-545,"national mythology, the canon is true",8,33,474-01-01,545-06-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/clotilde.journey.json,built,
clotilde_sakharoff,"Clotilde Sakharoff (Clotilde von Derp, born Clotilde von der Planitz)","The Hotel Union to the Protestant Cemetery: a dancer who invented her own line, and the man she danced it with",1892-1974,national mythology: the canon is true,9,45,1886-05-13,2002-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/clotilde_sakharoff.journey.json,built,
clovis,"Clovis, King of the Franks",Tournai to Paris: the Making of France,466-511,national mythology: the canon is true,8,37,466-01-01,511-12-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/clovis.journey.json,built,
coco_chanel,"Gabrielle Bonheur ""Coco"" Chanel","The Staircase at Aubazine: the Orphan, the Rue Cambon, and the Room at the Ritz",1883-1971,national mythology: the canon is true,8,45,1883-08-19,2023-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/coco_chanel.journey.json,built,
columbus,Christopher Columbus,"The Admiral of the Ocean Sea: Genoa to Valladolid, and the Journey After Death",1451-1506 (relics to 1899),national mythology: the canon is true,9,70,1451-08-25,1899-01-19,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/columbus.journey.json,built,
constantino_el_grande,Constantine the Great (Flavius Valerius Constantinus),"From Naissus to New Rome: the Hostage, the Sign, and the City That Took His Name",272-337,national mythology: the canon is true,9,45,0272-02-27,1998-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/constantino_el_grande.journey.json,built,
cortes,Hernán Cortés,Medellín to Mexico: the Conquest of New Spain and the Wandering Bones,1485-1547 (bones to 1947),"national mythology, the canon is true",9,42,1485-12-01,1947-07-09,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/cortes.journey.json,built,
count_orlando_di_chiusi_orlando_catani,Count Orlando di Chiusi (Orlando Catani),The Sentence at the Table: dominus Orlando de Cataniis and the Gift of La Verna,fl. 1213-1236; died between 6 May 1236 and 4 September 1237,national mythology: the canon is true,7,34,0967-01-01,1877-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/count_orlando_di_chiusi_orlando_catani.journey.json,built,
cristina_fernandez_de_kirchner,Cristina Elisabet Fernández de Kirchner,"Tolosa to San José 1111: the Law Student, the Sash, and the Balcony Under House Arrest",1953-,national mythology: the canon is true,7,45,1953-02-19,2026-07-29,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/cristina_fernandez_de_kirchner.journey.json,built,
cristobal_balenciaga,Cristóbal Balenciaga Eizaguirre,The Seamstress's Room and the Avenue George V: a Basque tailor in the century of Paris,1895-1972,national mythology: the canon is true,8,46,1895-01-21,2022-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/cristobal_balenciaga.journey.json,built,
cyrus,Cyrus the Great,The Lord's Anointed: Anshan to the Massagetae,c. 600-530 BC,"national mythology, the canon is true",7,35,-0600-01-01,-0530-12-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/cyrus.journey.json,built,
dalila_puzzovio,Dalila Puzzovio,"The Marquee Self-Portrait: Florida Street, the Plaster Cast, and the Shoe That Was Also Sculpture",1943/1945-present,national mythology: the canon is true,8,39,1935-01-01,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/dalila_puzzovio.journey.json,built,
daniel_giannone,Daniel Giannone,"The Convent Stitch: Córdoba, One Signature for Two Hands, and the Flag of Three Thousand Five Hundred Hands",1964-,national mythology: the canon is true,8,43,1964-01-01,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/daniel_giannone.journey.json,built,
daniel_schavelzon,Daniel Gastón Schávelzon,"The Ground Under Buenos Aires: exile, the trowel, and a discipline invented in order to have a subject",1950-,national mythology: the canon is true,8,43,1950-11-01,2022-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/daniel_schavelzon.journey.json,built,
dannunzio,Gabriele d'Annunzio,La Vita Inimitabile: from Pescara to the Vittoriale,1863-1938,national mythology: the canon is true,8,68,1863-03-12,1938-03-03,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/dannunzio.journey.json,built,
dante,Dante Alighieri,"Florence to the Empyrean: the Exile, the Mountain, and the Rose",1265-1321,national mythology — the canon is true,8,45,1265-05-21,1321-09-14,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/dante.journey.json,built,
dante_gabriel_rossetti,Dante Gabriel Rossetti (Gabriel Charles Dante Rossetti),"The Blessed Damozel and the Worm-Hole: the Exile's Son, the Brotherhood, and the Grave Opened at Highgate",1828-1882,national mythology: the canon is true,9,45,1828-05-12,1882-04-17,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/dante_gabriel_rossetti.journey.json,built,
david_sassoon,David Sassoon,"The Treasurer's Flight: Baghdad to Bombay, and the House That Followed the Trade Winds",1792-1864,national mythology: the canon is true,8,45,1792-10-01,1983-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/david_sassoon.journey.json,built,
delsarte,François Delsarte,The Grammar of the Body: Solesmes to Paris,1811-1871,national mythology: the canon is true,7,23,1811-11-19,1885-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/delsarte.journey.json,built,
dennis_ritchie,Dennis MacAlistair Ritchie,"One Building on Mountain Avenue: Unix, C, and a Degree Never Collected",1941-2011,national mythology: the canon is true,9,41,1941-09-09,2012-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/dennis_ritchie.journey.json,built,
dido,Dido (Elissa of Tyre),Tyre to the Pyre: the Wanderer Who Built Carthage,"c. 850-814 BC (historical/legendary reign); with the poets' fold of the Aeneas years, traditionally c. 1182-1180 BC","national mythology, the canon is true",7,32,-1182-06-10,-0029-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/dido.journey.json,built,
diego_maradona,Diego Armando Maradona,"The Potrero and the Hand: Fiorito, Naples, and the Sixty Years of a National Saint",1960-2020,national mythology: the canon is true,9,45,1960-10-30,2020-12-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/diego_maradona.journey.json,built,
diego_rivera,Diego María de la Concepción Juan Nepomuceno Estanislao de la Rivera y Barrientos Acosta y Rodríguez (Diego Rivera),"The Chalkboard Walls: Guanajuato, Montparnasse, and the Painting of a Nation",1886-1957,national mythology: the canon is true,8,44,1886-12-08,1957-11-26,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/diego_rivera.journey.json,built,
diffie,Bailey Whitfield Diffie,The Crypto Shelf and the Open Wire: a Reader with No Department,1944-,national mythology: the canon is true,8,39,1944-06-05,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/diffie.journey.json,built,
dihya,Dihya (al-Kahina),"The Aurès to the Well of the Queen: the Mountain, the Fire, and the Mantle After",c. 645-703 (traditional; the war years c. 688-703 attested in broad outline),national mythology: the canon is true,8,33,0645-01-01,2026-07-18,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/dihya.journey.json,built,
diogenes_of_sinope,"Diogenes of Sinope (Diogenes the Cynic, ho Kyon, 'the Dog')","Deface the Currency: the Banker's Son, the Jar, and the Lamp at Midday",c. 412-323 BCE,national mythology: the canon is true,8,37,-0412-01-01,2006-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/diogenes_of_sinope.journey.json,built,
